probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,CpG_sites_hg19,CHR,Probe_SNPs,gene,TSS_position,UCSC_CpG_Islands_Name,Feature_Type,signature
cg26376241,chr2,65594020,65594022,+,2:65594021,2,,SPRED2,TSS200,,,Hypo.MS1
cg26377653,chr19,54191705,54191707,-,19:54191706,19,rs59229577,MIR1283-1,TSS200,,,Hypo.MS2
cg26378179,chr14,87477348,87477350,+,14:87477349,14,,,,,,Hypo.MS6
cg26378984,chr11,116374242,116374244,-,11:116374243,11,,,,chr11:116371182-116371606,S_Shelf,Hypo.MS1
cg26379822,chr6,134758489,134758491,-,6:134758490,6,,,,,,Hypo.MS3
cg26380116,chr12,125927451,125927453,-,12:125927452,12,rs73412321,TMEM132B,Body,,,Hypo.MS2
cg26390400,chr5,10556454,10556456,+,5:10556455,5,,,,,,Hypo.MS1
cg26391794,chr13,49323898,49323900,+,13:49323899,13,,,,,,Hypo.MS3
cg26394196,chr10,1453817,1453819,+,10:1453818,10,,ADARB2,Body,,,Hypo.MS4
cg26400954,chr13,76291074,76291076,-,13:76291075,13,,LMO7,Body,,,Hypo.MS1
cg26402435,chr4,190661491,190661493,+,4:190661492,4,rs5865301,,,,,Hypo.MS2
cg26402660,chr7,27179267,27179269,-,7:27179268,7,,,,chr7:27179062-27179511,Island,Hyper.MS1
cg26405020,chr15,91427362,91427364,-,15:91427363,15,,FES,TSS1500,chr15:91427540-91427905,N_Shore,Hyper.MS3
cg26407571,chr12,54473533,54473535,-,12:54473534,12,,LOC100240735,Body,chr12:54473305-54473562,Island,Hyper.MS2
cg26407571,chr12,54473533,54473535,-,12:54473534,12,,FLJ12825,Body,chr12:54473305-54473562,Island,Hyper.MS2
cg26421805,chr1,157938689,157938691,+,1:157938690,1,,,,,,Hypo.MS1
cg26422151,chr10,88136948,88136950,+,10:88136949,10,,,,chr10:88136644-88137288,Island,Hyper.MS3
cg26422458,chr1,79472451,79472453,-,1:79472452,1,,ELTD1,5'UTR,chr1:79472281-79472537,Island,Hyper.MS3
cg26422458,chr1,79472451,79472453,-,1:79472452,1,,ELTD1,1stExon,chr1:79472281-79472537,Island,Hyper.MS3
cg26422784,chr11,62063820,62063822,-,11:62063821,11,rs56196602,SCGB1D4,3'UTR,,,Hypo.MS6
cg26428069,chr2,134326272,134326274,-,2:134326273,2,,NCKAP5,TSS1500,,,Hypo.MS1
cg26429636,chr7,99573746,99573748,+,7:99573747,7,,AZGP1,TSS200,,,Hypo.MS2
cg26434983,chr15,89952903,89952905,-,15:89952904,15,,,,chr15:89952271-89953061,Island,Hyper.MS1
cg26437203,chr5,2443030,2443032,-,5:2443031,5,,,,,,Hypo.MS6
cg26439139,chr5,155924785,155924787,-,5:155924786,5,,SGCD,Body,,,Hypo.MS3
cg26444528,chr13,58207858,58207860,+,13:58207859,13,,PCDH17,1stExon,chr13:58206526-58208930,Island,Hyper.MS1
cg26446294,chr2,130559193,130559195,-,2:130559194,2,,,,,,Hypo.MS7
cg26450106,chr20,24929606,24929608,+,20:24929607,20,,CST7,TSS1500,,,Hypo.MS5
cg26456223,chr4,13540429,13540431,+,4:13540430,4,,,,chr4:13543562-13546494,N_Shelf,Hyper.MS2
cg26457809,chr11,2890616,2890618,+,11:2890617,11,,KCNQ1DN,TSS1500,chr11:2890388-2891337,Island,Hyper.MS2
cg26459372,chr7,45613675,45613677,-,7:45613676,7,,ADCY1,TSS1500,chr7:45613386-45615504,Island,Hyper.MS1
cg26460366,chr4,17068049,17068051,-,4:17068050,4,,,,,,Hypo.MS6
cg26465391,chr19,58220772,58220774,-,19:58220773,19,,ZNF154,TSS200,chr19:58220189-58220517,S_Shore,Hyper.MS1
cg26466587,chr6,100442119,100442121,+,6:100442120,6,,MCHR2,TSS200,chr6:100441406-100442152,Island,Hyper.MS1
cg26469608,chr12,113913694,113913696,-,12:113913695,12,,,,chr12:113913615-113914322,Island,Hyper.MS3
cg26470501,chr19,45252954,45252956,-,19:45252955,19,,BCL3,Body,chr19:45251975-45252330,S_Shore,Hypo.MS4
cg26472133,chr7,156797103,156797105,-,7:156797104,7,,,,chr7:156795355-156799394,Island,Hyper.MS3
cg26477792,chr6,30095276,30095278,-,6:30095277,6,,,,chr6:30095173-30095610,Island,Hyper.MS2
cg26492368,chr10,22634732,22634734,+,10:22634733,10,,SPAG6,Body,chr10:22634000-22634862,Island,Hyper.MS1
cg26501671,chr11,124406357,124406359,+,11:124406358,11,,,,,,Hypo.MS6
cg26503073,chr7,6704073,6704075,-,7:6704074,7,rs2464881,,,chr7:6703503-6704075,Island,Hyper.MS3
cg26509691,chr5,134363515,134363517,+,5:134363516,5,,PITX1,3'UTR,chr5:134363092-134365146,Island,Hyper.MS3
cg26513304,chr5,169780915,169780917,-,5:169780916,5,,KCNIP1,1stExon,,,Hypo.MS5
cg26515755,chr16,15878611,15878613,-,16:15878612,16,,MYH11,Body,,,Hypo.MS7
cg26516532,chr1,17475831,17475833,-,1:17475832,1,rs74058903,,,chr1:17475702-17476075,Island,Hyper.MS1
cg26517663,chr15,60295293,60295295,-,15:60295294,15,,FOXB1,TSS1500,chr15:60296135-60298520,N_Shore,Hyper.MS1
cg26517714,chr5,170736244,170736246,+,5:170736245,5,,TLX3,TSS200,chr5:170735169-170739863,Island,Hyper.MS1
cg26522684,chr7,56563017,56563019,+,7:56563018,7,,DKFZp434L192,TSS1500,,,Hypo.MS6
cg26522894,chr12,130389540,130389542,-,12:130389541,12,,TMEM132D,TSS1500,chr12:130387609-130389139,S_Shore,Hypo.MS2
cg26534425,chr11,112034924,112034926,+,11:112034925,11,,IL18,TSS200,,,Hypo.MS1
cg26538691,chr1,5328218,5328220,-,1:5328219,1,,,,,,Hypo.MS6
cg26541218,chr7,47826386,47826388,-,7:47826387,7,,PKD1L1,Body,,,Hypo.MS1
cg26544722,chr4,65883971,65883973,-,4:65883972,4,,,,,,Hypo.MS3
cg26549174,chr19,10381354,10381356,+,19:10381355,19,,ICAM1,TSS200,chr19:10380287-10381965,Island,Hypo.MS7
cg26549701,chr5,72599502,72599504,-,5:72599503,5,,,,chr5:72598958-72599656,Island,Hyper.MS1
cg26554141,chr8,111342448,111342450,+,8:111342449,8,,,,,,Hypo.MS2
cg26554326,chr16,34261437,34261439,-,16:34261438,16,,,,chr16:34256748-34257750,S_Shelf,Hypo.MS4
cg26557693,chr7,27265158,27265160,+,7:27265159,7,,,,chr7:27265158-27265493,Island,Hyper.MS2
cg26560222,chr1,50888825,50888827,-,1:50888826,1,,DMRTA2,1stExon,chr1:50884228-50891471,Island,Hyper.MS3
cg26560222,chr1,50888825,50888827,-,1:50888826,1,,DMRTA2,5'UTR,chr1:50884228-50891471,Island,Hyper.MS3
cg26561570,chr1,161602001,161602003,+,1:161602002,1,,FCGR3B,TSS1500,,,Hypo.MS7
cg26568031,chr10,91313379,91313381,-,10:91313380,10,,,,,,Hypo.MS1
cg26568372,chr1,91190172,91190174,+,1:91190173,1,,,,chr1:91190489-91192804,N_Shore,Hyper.MS1
cg26578156,chr16,49875060,49875062,-,16:49875061,16,,,,chr16:49872449-49872926,S_Shelf,Hypo.MS7
cg26579713,chr15,65701864,65701866,-,15:65701865,15,,IGDCC4,Body,,,Hypo.MS1
cg26581449,chr15,89285804,89285806,-,15:89285805,15,,,,chr15:89285012-89285287,S_Shore,Hypo.MS6
cg26587228,chr19,57641845,57641847,-,19:57641846,19,rs74511605,USP29,Body,,,Hypo.MS2
cg26595643,chr10,118899290,118899292,+,10:118899291,10,,VAX1,TSS1500,chr10:118899247-118900329,Island,Hyper.MS1
cg26612156,chr13,43407067,43407069,-,13:43407068,13,,,,,,Hypo.MS2
cg26612727,chr17,38024635,38024637,-,17:38024636,17,,ZPBP2,1stExon,chr17:38024145-38024637,Island,Hyper.MS2
cg26629942,chr17,49998511,49998513,+,17:49998512,17,,CA10,Body,,,Hypo.MS2
cg26630859,chr5,173738314,173738316,+,5:173738315,5,,,,chr5:173738806-173739534,N_Shore,Hypo.MS4
cg26631454,chr13,114065668,114065670,-,13:114065669,13,,,,chr13:114066946-114067488,N_Shore,Hypo.MS1
cg26632897,chr17,77030545,77030547,-,17:77030546,17,rs7213410,C1QTNF1,5'UTR,,,Hyper.MS2
cg26632897,chr17,77030545,77030547,-,17:77030546,17,rs7213410,C1QTNF1,1stExon,,,Hyper.MS2
cg26635219,chr7,117119423,117119425,-,7:117119424,7,,CFTR,TSS1500,,,Hyper.MS1
cg26638505,chr2,31806182,31806184,+,2:31806183,2,,SRD5A2,TSS200,chr2:31805293-31806403,Island,Hyper.MS3
cg26643914,chr5,172963034,172963036,-,5:172963035,5,,,,,,Hypo.MS4
cg26643967,chr19,36485281,36485283,-,19:36485282,19,,SDHAF1,TSS1500,chr19:36484904-36485476,Island,Hyper.MS2
cg26647771,chr5,32768394,32768396,-,5:32768395,5,,NPR3,Body,,,Hypo.MS2
cg26650359,chr12,57674182,57674184,+,12:57674183,12,,R3HDM2,Body,,,Hypo.MS3
cg26651810,chr16,53851121,53851123,-,16:53851122,16,,FTO,Body,,,Hypo.MS1
cg26651837,chr4,104695089,104695091,-,4:104695090,4,rs2189223,,,,,Hypo.MS7
cg26654798,chr15,83953863,83953865,-,15:83953864,15,,BNC1,TSS1500,chr15:83951980-83953930,Island,Hyper.MS2
cg26657920,chr5,56778976,56778978,+,5:56778977,5,,ACTBL2,TSS1500,,,Hypo.MS4
cg26667946,chr13,46425873,46425875,-,13:46425874,13,,SIAH3,TSS200,,,Hyper.MS2
cg26673012,chr7,35293752,35293754,-,7:35293753,7,,TBX20,TSS200,chr7:35292985-35294674,Island,Hyper.MS1
cg26674943,chr15,76627787,76627789,-,15:76627788,15,,ISL2,TSS1500,chr15:76627523-76627838,Island,Hyper.MS1
cg26679004,chr10,88023134,88023136,+,10:88023135,10,,GRID1,Body,chr10:88022640-88023279,Island,Hyper.MS2
cg26680608,chr6,136915555,136915557,+,6:136915556,6,,MAP3K5,Body,,,Hypo.MS1
cg26681383,chr3,54700752,54700754,-,3:54700753,3,,CACNA2D3,Body,,,Hypo.MS7
cg26687173,chr19,33623090,33623092,-,19:33623091,19,,WDR88,1stExon,chr19:33622910-33623231,Island,Hyper.MS2
cg26698460,chr19,58716003,58716005,+,19:58716004,19,,ZNF274,Body,chr19:58715220-58716033,Island,Hyper.MS2
cg26698460,chr19,58716003,58716005,+,19:58716004,19,,ZNF274,5'UTR,chr19:58715220-58716033,Island,Hyper.MS2
cg26700320,chr22,48946065,48946067,+,22:48946066,22,,FAM19A5,Body,,,Hypo.MS4
cg26708319,chr4,111552039,111552041,+,4:111552040,4,,PITX2,Body,chr4:111553079-111554210,N_Shore,Hyper.MS3
cg26709300,chr16,30106681,30106683,+,16:30106682,16,,YPEL3,1stExon,chr16:30107511-30107875,N_Shore,Hyper.MS2
cg26709300,chr16,30106681,30106683,+,16:30106682,16,,YPEL3,Body,chr16:30107511-30107875,N_Shore,Hyper.MS2
cg26717554,chr19,853333,853335,-,19:853334,19,,ELANE,Body,chr19:852855-853495,Island,Hyper.MS3
cg26718878,chr7,96647881,96647883,-,7:96647882,7,,,,chr7:96645786-96646599,S_Shore,Hyper.MS3
cg26719062,chr6,30095348,30095350,-,6:30095349,6,,,,chr6:30095173-30095610,Island,Hyper.MS2
cg26721759,chr11,133616964,133616966,-,11:133616965,11,,,,,,Hypo.MS2
cg26730416,chr11,4233501,4233503,-,11:4233502,11,,,,,,Hyper.MS3
cg26733301,chr20,61585923,61585925,-,20:61585924,20,,SLC17A9,Body,chr20:61583891-61584222,S_Shore,Hyper.MS1
cg26733975,chr7,56551639,56551641,+,7:56551640,7,,,,chr7:56551488-56551713,Island,Hypo.MS4
cg26735846,chr10,124894942,124894944,-,10:124894943,10,,HMX3,TSS1500,chr10:124894075-124897366,Island,Hyper.MS1
cg26738880,chr7,154429031,154429033,+,7:154429032,7,,DPP6,Body,,,Hypo.MS2
cg26738987,chr11,94135028,94135030,-,11:94135029,11,,GPR83,TSS1500,chr11:94134226-94134848,S_Shore,Hyper.MS1
cg26748898,chr17,74912326,74912328,+,17:74912327,17,,MGAT5B,Body,,,Hypo.MS3
cg26751356,chr13,112712634,112712636,+,13:112712635,13,,,,chr13:112709884-112712665,Island,Hyper.MS3
cg26757472,chr16,86387130,86387132,+,16:86387131,16,,,,,,Hypo.MS6
cg26758986,chr11,74022881,74022883,-,11:74022882,11,,P4HA3,TSS200,chr11:74022428-74022703,S_Shore,Hyper.MS2
cg26763394,chr3,45957663,45957665,-,3:45957664,3,rs1488373,,,,,Hypo.MS1
cg26765743,chr20,59047487,59047489,-,20:59047488,20,,,,,,Hypo.MS2
cg26770890,chr8,16628809,16628811,-,8:16628810,8,,,,,,Hypo.MS7
cg26770907,chr16,48844807,48844809,+,16:48844808,16,,,,chr16:48844551-48845264,Island,Hyper.MS1
cg26784011,chr20,21497841,21497843,+,20:21497842,20,,,,chr20:21485932-21496714,S_Shore,Hyper.MS3
cg26785499,chr1,2820432,2820434,+,1:2820433,1,,,,,,Hypo.MS4
cg26790247,chr3,147108511,147108513,+,3:147108512,3,,ZIC4,Body,chr3:147108511-147111703,Island,Hyper.MS1
cg26800915,chr11,5324198,5324200,+,11:5324199,11,,OR51B4,TSS1500,,,Hypo.MS7
cg26801037,chr7,157294356,157294358,+,7:157294357,7,,,,chr7:157294303-157294517,Island,Hypo.MS1
cg26810767,chr16,79303840,79303842,+,16:79303841,16,,,,,,Hypo.MS3
cg26810908,chr1,238054568,238054570,+,1:238054569,1,,LOC100130331,Body,,,Hypo.MS4
cg26810908,chr1,238054568,238054570,+,1:238054569,1,,ZP4,TSS1500,,,Hypo.MS4
cg26814075,chr7,127881297,127881299,+,7:127881298,7,,LEP,TSS200,chr7:127880750-127881375,Island,Hyper.MS1
cg26815454,chr22,40296766,40296768,-,22:40296767,22,,GRAP2,TSS1500,,,Hypo.MS7
cg26820037,chr10,103534500,103534502,-,10:103534501,10,,FGF8,Body,chr10:103535636-103536505,N_Shore,Hyper.MS2
cg26824847,chr11,132728087,132728089,-,11:132728088,11,,OPCML,Body,,,Hypo.MS6
cg26827247,chr11,93063207,93063209,-,11:93063208,11,,CCDC67,TSS1500,chr11:93063598-93064076,N_Shore,Hyper.MS3
cg26829529,chr17,31317535,31317537,+,17:31317536,17,,SPACA3,TSS1500,,,Hypo.MS6
cg26831119,chr4,111550829,111550831,+,4:111550830,4,,PITX2,Body,chr4:111549879-111550203,S_Shore,Hyper.MS3
cg26833652,chr12,102036255,102036257,-,12:102036256,12,rs2293468,MYBPC1,Body,chr12:102036253-102036461,Island,Hyper.MS1
cg26837853,chr8,3970117,3970119,+,8:3970118,8,,CSMD1,Body,,,Hypo.MS1
cg26844246,chr5,170736276,170736278,+,5:170736277,5,,TLX3,TSS200,chr5:170735169-170739863,Island,Hyper.MS1
cg26846864,chr16,3307325,3307327,-,16:3307326,16,,MEFV,TSS1500,chr16:3304351-3304696,S_Shelf,Hypo.MS1
cg26847503,chr7,143056340,143056342,-,7:143056341,7,,FAM131B,Body,chr7:143058917-143060156,N_Shelf,Hypo.MS6
cg26848718,chr11,32454974,32454976,+,11:32454975,11,,WT1,Body,chr11:32454874-32457311,Island,Hyper.MS1
cg26856257,chr1,32805349,32805351,+,1:32805350,1,,,,chr1:32800859-32802229,S_Shelf,Hypo.MS1
cg26860935,chr4,1407988,1407990,+,4:1407989,4,,,,chr4:1407446-1408014,Island,Hyper.MS1
cg26865446,chr3,181438327,181438329,-,3:181438328,3,,SOX2OT,Body,chr3:181437184-181437478,S_Shore,Hyper.MS3
cg26870725,chr19,12978804,12978806,+,19:12978805,19,,MAST1,Body,chr19:12978359-12978785,S_Shore,Hyper.MS3
cg26874764,chr7,63667211,63667213,-,7:63667212,7,rs78600290,ZNF735,TSS1500,,,Hypo.MS2
cg26874872,chr16,26156361,26156363,-,16:26156362,16,,,,,,Hypo.MS6
cg26874999,chr16,69107289,69107291,+,16:69107290,16,,TMCO7,Body,,,Hypo.MS1
cg26875135,chr7,1221191,1221193,+,7:1221192,7,,,,,,Hypo.MS2
cg26875384,chr10,14817903,14817905,-,10:14817904,10,,FAM107B,TSS1500,,,Hypo.MS1
cg26875852,chr5,5672076,5672078,+,5:5672077,5,,,,,,Hypo.MS2
cg26878209,chr10,112375474,112375476,+,10:112375475,10,,,,,,Hypo.MS3
cg26880708,chr11,114988775,114988777,-,11:114988776,11,rs79322949,,,,,Hypo.MS5
cg26885268,chr7,149389940,149389942,-,7:149389941,7,,,,chr7:149389654-149389976,Island,Hyper.MS1
cg26890189,chr19,47951301,47951303,+,19:47951302,19,rs61742862,SLC8A2,Body,chr19:47950869-47951566,Island,Hyper.MS3
cg26894354,chr1,203311313,203311315,+,1:203311314,1,,FMOD,3'UTR,,,Hypo.MS3
cg26899012,chr5,86042548,86042550,+,5:86042549,5,,,,,,Hypo.MS7
cg26904260,chr11,45714650,45714652,-,11:45714651,11,rs75652135,,,,,Hypo.MS5
cg26912131,chr7,129978693,129978695,-,7:129978694,7,,,,,,Hypo.MS7
cg26912251,chr6,168970823,168970825,+,6:168970824,6,,SMOC2,Body,chr6:168972516-168974109,N_Shore,Hypo.MS3
cg26919780,chr5,143200154,143200156,+,5:143200155,5,,HMHB1,3'UTR,,,Hypo.MS4
cg26925231,chr8,15094379,15094381,+,8:15094380,8,,SGCZ,Body,chr8:15094237-15095168,Island,Hyper.MS3
cg26925980,chr10,19002067,19002069,-,10:19002068,10,,,,chr10:18999144-18999390,S_Shelf,Hypo.MS2
cg26928531,chr6,32407713,32407715,-,6:32407714,6,rs11544314,HLA-DRA,1stExon,,,Hypo.MS2
cg26928531,chr6,32407713,32407715,-,6:32407714,6,rs11544314,HLA-DRA,5'UTR,,,Hypo.MS2
cg26931862,chr12,54349168,54349170,-,12:54349169,12,rs34957565,HOXC12,1stExon,chr12:54348695-54349378,Island,Hyper.MS1
cg26946092,chr2,236139862,236139864,-,2:236139863,2,,,,,,Hypo.MS1
cg26946769,chr18,48189537,48189539,+,18:48189538,18,,MAPK4,5'UTR,chr18:48190434-48190669,N_Shore,Hypo.MS1
cg26947626,chr8,72469429,72469431,+,8:72469430,8,,,,chr8:72468560-72469561,Island,Hyper.MS1
cg26949694,chr11,27742059,27742061,+,11:27742060,11,,BDNF,1stExon,chr11:27742059-27742273,Island,Hyper.MS3
cg26949694,chr11,27742059,27742061,+,11:27742060,11,,BDNF,TSS1500,chr11:27742059-27742273,Island,Hyper.MS3
cg26949694,chr11,27742059,27742061,+,11:27742060,11,,BDNF,5'UTR,chr11:27742059-27742273,Island,Hyper.MS3
cg26949694,chr11,27742059,27742061,+,11:27742060,11,,BDNF,Body,chr11:27742059-27742273,Island,Hyper.MS3
cg26950369,chr2,167816564,167816566,+,2:167816565,2,,XIRP2,Body,,,Hypo.MS6
cg26952618,chr16,10912544,10912546,+,16:10912545,16,,FAM18A,5'UTR,chr16:10912159-10912719,Island,Hyper.MS2
cg26952618,chr16,10912544,10912546,+,16:10912545,16,,FAM18A,1stExon,chr16:10912159-10912719,Island,Hyper.MS2
cg26954174,chr16,50730812,50730814,+,16:50730813,16,,NOD2,TSS1500,,,Hypo.MS3
cg26957187,chr7,71799981,71799983,-,7:71799982,7,,CALN1,5'UTR,chr7:71800757-71802768,N_Shore,Hypo.MS2
cg26957187,chr7,71799981,71799983,-,7:71799982,7,,CALN1,Body,chr7:71800757-71802768,N_Shore,Hypo.MS2
cg26959300,chr12,132172420,132172422,-,12:132172421,12,rs36108582,,,chr12:132170874-132171202,S_Shore,Hypo.MS4
cg26959384,chr19,57272620,57272622,+,19:57272621,19,,,,chr19:57276614-57276942,N_Shelf,Hypo.MS6
cg26961808,chr7,128470912,128470914,-,7:128470913,7,,FLNC,1stExon,chr7:128470443-128471161,Island,Hyper.MS3
cg26964875,chr3,56715186,56715188,+,3:56715187,3,,C3orf63,Body,chr3:56716492-56717658,N_Shore,Hypo.MS3
cg26967305,chr22,29563733,29563735,+,22:29563734,22,,KREMEN1,3'UTR,,,Hypo.MS1
cg26977737,chr21,22175521,22175523,+,21:22175522,21,,C21orf131,TSS200,,,Hypo.MS7
cg26978172,chr6,31696222,31696224,-,6:31696223,6,,DDAH2,Body,chr6:31695894-31698245,Island,Hyper.MS2
cg26986989,chr5,2338997,2338999,+,5:2338998,5,,,,,,Hypo.MS2
cg26993798,chr16,51144918,51144920,-,16:51144919,16,,,,chr16:51147490-51147944,N_Shelf,Hypo.MS1
cg26995656,chr14,88121643,88121645,-,14:88121644,14,rs28373251,,,,,Hypo.MS5
cg26996626,chr18,48191335,48191337,-,18:48191336,18,,MAPK4,Body,chr18:48190434-48190669,S_Shore,Hypo.MS2
cg26998044,chr17,8869154,8869156,-,17:8869155,17,,PIK3R5,TSS200,chr17:8868469-8869372,Island,Hyper.MS3
cg27021986,chr15,41805272,41805274,+,15:41805273,15,,LTK,Body,chr15:41803443-41805531,Island,Hyper.MS3
cg27022827,chr19,3728750,3728752,-,19:3728751,19,,TJP3,Body,chr19:3730415-3730769,N_Shore,Hypo.MS2
cg27026405,chr4,4224878,4224880,+,4:4224879,4,,OTOP1,Body,chr4:4228099-4229839,N_Shelf,Hypo.MS4
cg27028760,chr16,2042102,2042104,-,16:2042103,16,rs12922682,SYNGR3,Body,chr16:2041825-2043026,Island,Hyper.MS2
cg27028938,chr5,52490059,52490061,-,5:52490060,5,,,,,,Hypo.MS4
cg27029821,chr8,70983740,70983742,+,8:70983741,8,,PRDM14,TSS200,chr8:70981873-70984888,Island,Hyper.MS3
cg27032232,chr7,153584608,153584610,+,7:153584609,7,,DPP6,5'UTR,chr7:153583317-153585666,Island,Hyper.MS1
cg27032232,chr7,153584608,153584610,+,7:153584609,7,,DPP6,1stExon,chr7:153583317-153585666,Island,Hyper.MS1
cg27038348,chr10,48389840,48389842,-,10:48389841,10,,RBP3,1stExon,chr10:48389019-48389375,S_Shore,Hypo.MS4
cg27038676,chr16,88334271,88334273,+,16:88334272,16,,,,,,Hypo.MS4
cg27041049,chr14,31345002,31345004,-,14:31345003,14,,COCH,Body,chr14:31343355-31344757,S_Shore,Hyper.MS2
cg27041424,chr12,6232978,6232980,-,12:6232979,12,,VWF,5'UTR,,,Hypo.MS1
cg27044861,chr10,132600749,132600751,+,10:132600750,10,,,,,,Hypo.MS6
cg27049766,chr19,58220515,58220517,-,19:58220516,19,,ZNF154,5'UTR,chr19:58220189-58220517,Island,Hyper.MS1
cg27049766,chr19,58220515,58220517,-,19:58220516,19,,ZNF154,1stExon,chr19:58220189-58220517,Island,Hyper.MS1
cg27050153,chr14,102030109,102030111,-,14:102030110,14,,,,chr14:102025989-102031567,Island,Hyper.MS3
cg27051318,chr8,42623770,42623772,-,8:42623771,8,rs56376656,CHRNA6,TSS200,,,Hypo.MS1
cg27056759,chr14,105373390,105373392,+,14:105373391,14,,,,chr14:105371528-105373330,S_Shore,Hypo.MS5
cg27057524,chr1,101830938,101830940,-,1:101830939,1,rs12401529,,,,,Hypo.MS2
cg27064337,chr8,18925265,18925267,+,8:18925266,8,,,,,,Hypo.MS3
cg27065717,chr16,85608933,85608935,-,16:85608934,16,,,,,,Hyper.MS2
cg27069422,chr5,140531473,140531475,-,5:140531474,5,rs246705,PCDHB6,1stExon,chr5:140531157-140532017,Island,Hyper.MS2
cg27069616,chr7,49076867,49076869,-,7:49076868,7,,,,,,Hypo.MS5
cg27071152,chr7,39649442,39649444,-,7:39649443,7,rs4723885,LOC646999,Body,chr7:39649253-39649510,Island,Hyper.MS3
cg27073337,chr11,133998085,133998087,+,11:133998086,11,,JAM3,Body,chr11:133994709-133995090,S_Shelf,Hypo.MS3
cg27083614,chr19,3778089,3778091,-,19:3778090,19,,MATK,3'UTR,,,Hypo.MS4
cg27086014,chr19,52004991,52004993,+,19:52004992,19,,SIGLEC12,1stExon,,,Hypo.MS2
cg27086014,chr19,52004991,52004993,+,19:52004992,19,,SIGLEC12,TSS1500,,,Hypo.MS2
cg27086014,chr19,52004991,52004993,+,19:52004992,19,,SIGLEC12,5'UTR,,,Hypo.MS2
cg27090062,chr5,92939841,92939843,+,5:92939842,5,,,,chr5:92939795-92940216,Island,Hyper.MS3
cg27093637,chr11,5410451,5410453,-,11:5410452,11,,OR51M1,TSS200,,,Hypo.MS2
cg27105634,chr11,5255240,5255242,-,11:5255241,11,rs28933077,HBD,Body,,,Hypo.MS7
cg27109600,chr2,200332024,200332026,-,2:200332025,2,rs35798813,FLJ32063,TSS1500,chr2:200333687-200334172,N_Shore,Hyper.MS3
cg27109748,chr7,2150015,2150017,-,7:2150016,7,,MAD1L1,Body,,,Hypo.MS1
cg27112809,chr17,16736462,16736464,+,17:16736463,17,,LOC400578,TSS1500,,,Hypo.MS2
cg27115863,chr22,37921639,37921641,+,22:37921640,22,,,,,,Hypo.MS3
cg27117476,chr14,47120794,47120796,+,14:47120795,14,,RPL10L,1stExon,chr14:47120868-47121159,N_Shore,Hypo.MS7
cg27131891,chr6,27513413,27513415,-,6:27513414,6,rs79018549,,,,,Hyper.MS3
cg27132471,chr15,92613279,92613281,+,15:92613280,15,,SLCO3A1,Body,,,Hypo.MS1
cg27134730,chr7,124633000,124633002,-,7:124633001,7,rs4593450,,,,,Hypo.MS3
cg27135915,chr10,135373801,135373803,+,10:135373802,10,,SYCE1,5'UTR,,,Hypo.MS1
cg27135915,chr10,135373801,135373803,+,10:135373802,10,,SYCE1,Body,,,Hypo.MS1
cg27135989,chr8,61088341,61088343,+,8:61088342,8,,,,chr8:61086125-61086327,S_Shelf,Hypo.MS2
cg27136844,chr3,147142354,147142356,+,3:147142355,3,,,,chr3:147142181-147142391,Island,Hyper.MS1
cg27137084,chr12,129035347,129035349,+,12:129035348,12,,TMEM132C,Body,,,Hypo.MS4
cg27142536,chr11,20618197,20618199,+,11:20618198,11,,,,chr11:20618197-20619920,Island,Hyper.MS1
cg27149471,chr11,56043513,56043515,+,11:56043514,11,,OR5T1,1stExon,,,Hypo.MS6
cg27149973,chr17,74868724,74868726,+,17:74868725,17,,MGAT5B,Body,chr17:74864170-74866657,S_Shelf,Hypo.MS3
cg27149973,chr17,74868724,74868726,+,17:74868725,17,,MGAT5B,TSS200,chr17:74864170-74866657,S_Shelf,Hypo.MS3
cg27151303,chr7,27184820,27184822,+,7:27184821,7,,,,chr7:27182613-27185562,Island,Hyper.MS2
cg27153155,chr6,100901803,100901805,-,6:100901804,6,rs189557,SIM1,Body,chr6:100903491-100903713,N_Shore,Hyper.MS3
cg27153327,chr16,1920814,1920816,+,16:1920815,16,,C16orf73,5'UTR,chr16:1921897-1922426,N_Shore,Hypo.MS3
cg27160171,chr13,45237984,45237986,-,13:45237985,13,,,,,,Hypo.MS3
cg27166177,chr22,49498375,49498377,-,22:49498376,22,,,,chr22:49498162-49498377,Island,Hypo.MS4
cg27169073,chr12,106394990,106394992,-,12:106394991,12,rs35248140,,,,,Hypo.MS1
cg27170427,chr12,130958710,130958712,-,12:130958711,12,,RIMBP2,Body,,,Hypo.MS4
cg27172557,chr14,91012361,91012363,-,14:91012362,14,,TTC7B,Body,,,Hyper.MS2
cg27175093,chr14,57265909,57265911,+,14:57265910,14,,,,chr14:57264638-57265561,S_Shore,Hyper.MS1
cg27177554,chr10,16562101,16562103,-,10:16562102,10,,C1QL3,Body,chr10:16561604-16563822,Island,Hyper.MS3
cg27178045,chr7,23753822,23753824,-,7:23753823,7,rs77058440,STK31,Body,,,Hypo.MS1
cg27179622,chr1,226127289,226127291,-,1:226127290,1,rs67797605,LEFTY2,Body,chr1:226127112-226127695,Island,Hyper.MS1
cg27181375,chr15,74249188,74249190,-,15:74249189,15,rs35170672,,,,,Hypo.MS3
cg27182476,chr3,117717025,117717027,-,3:117717026,3,,,,chr3:117716100-117716564,S_Shore,Hypo.MS4
